"molecule_name","molecule_component","atom_number","element_or_group","x","y","bond_start_atom","bond_end_atom","bond_type","bond_direction","abbv"
"a’_neogammacer_22(29)_en_3_one","atom",47,"H",9.5,13,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",48,"H",10.5,13,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",49,"C",12,10,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",50,"H",11.5,12,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",52,"C",12,8,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",57,"C",14,7,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",58,"H",13.5,5,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",59,"H",14.5,5,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",60,"C",16,8,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",61,"H",17,6,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",62,"H",18,7,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",63,"C",14,11,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",64,"CH3",13.5,9,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",66,"C",16,10,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",71,"H",15.5,12,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",72,"C",18,11,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",74,"H",20,10,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",75,"C",18,13,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",76,"H",20,14,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",77,"H",19,15,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",78,"C",14,13,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",79,"H",12,14,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",80,"H",13,15,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",81,"C",16,14,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",82,"CH2",17,16,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","atom",86,"CH3",15,16,NA,NA,NA,NA,"NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,9,4,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,9,8,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,11,9,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,25,9,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,11,10,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,11,12,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,11,13,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,13,14,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,13,15,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,16,13,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,16,17,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,16,18,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,16,19,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,19,20,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,25,19,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,40,19,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,25,26,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,25,28,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,28,29,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,28,30,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,31,28,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,31,32,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,31,33,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,31,34,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,34,35,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,40,34,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,52,34,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,40,41,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,40,43,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,46,43,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,43,44,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,43,45,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,46,49,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,46,47,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,46,48,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,52,49,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,49,50,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,63,49,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,52,57,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,52,53,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,60,57,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,57,58,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,57,59,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,60,61,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,60,62,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,60,66,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,63,66,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,63,64,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,63,78,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,72,66,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,66,71,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,72,75,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,72,74,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,75,78,"single","flat","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,75,76,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,75,77,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,72,81,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,78,79,"single","up","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,78,80,"single","down","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,81,82,"double","flat","NGC"
"a’_neogammacer_22(29)_en_3_one","bond",NA,NA,NA,NA,81,86,"single","flat","NGC"
"germanicyl_formate","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",9,"C",4,4,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",10,"OCOH",1,3,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",11,"C",2,5,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",13,"C",2,7,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",14,"H",0,8,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",15,"H",1,9,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",16,"C",4,8,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",17,"H",3.5,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",18,"H",4.5,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",19,"C",6,7,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",25,"C",6,5,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",26,"H",5.5,3,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",28,"C",8,4,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",29,"H",7.5,2,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",30,"H",8.5,2,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",31,"C",10,5,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",32,"H",11,3,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",33,"H",12,4,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",34,"C",10,7,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",40,"C",8,8,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",41,"H",7.5,6,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",43,"C",8,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",44,"H",6,11,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",45,"H",7,12,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",46,"C",10,11,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",47,"H",9.5,13,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",48,"H",10.5,13,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",49,"C",12,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",50,"H",11.5,12,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",52,"C",12,8,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",57,"C",14,7,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",58,"H",13.5,5,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",59,"H",14.5,5,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",60,"C",16,8,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",61,"H",17,6,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",62,"H",18,7,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",63,"C",14,11,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",66,"C",16,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",71,"CH3",15.5,12,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",72,"C",18,11,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",73,"H",19,9,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",74,"H",20,10,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",75,"C",18,13,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",76,"H",20,14,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",77,"H",19,15,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",78,"C",14,13,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",79,"H",12,14,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",81,"C",16,14,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",82,"CH3",17,16,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","atom",86,"CH3",15,16,NA,NA,NA,NA,"GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,9,4,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,9,8,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,11,9,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,25,9,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,11,10,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,11,13,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,13,14,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,13,15,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,16,13,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,16,17,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,16,18,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,16,19,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,19,20,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,25,19,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,40,19,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,25,26,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,25,28,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,28,29,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,28,30,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,31,28,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,31,32,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,31,33,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,31,34,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,34,35,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,40,34,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,52,34,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,40,41,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,40,43,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,46,43,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,43,44,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,43,45,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,46,49,"single","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,46,47,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,46,48,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,52,49,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,49,50,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,49,63,"single","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,52,53,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,52,57,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,60,57,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,57,58,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,57,59,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,60,61,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,60,62,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,60,66,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,63,66,"single","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,78,63,"double","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,72,66,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,66,71,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,72,75,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,72,73,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,72,74,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,75,76,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,75,77,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,81,75,"single","up","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,78,81,"single","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,78,79,"single","flat","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,81,82,"single","down","GEfor"
"germanicyl_formate","bond",NA,NA,NA,NA,81,86,"single","up","GEfor"
"lupeol_methyl_ether","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",9,"C",4,4,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",10,"OCH3",1,3,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",11,"C",2,5,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",12,"H",0,4,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",13,"C",2,7,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",14,"H",0,8,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",15,"H",1,9,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",16,"C",4,8,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",17,"H",3.5,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",18,"H",4.5,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",19,"C",6,7,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",25,"C",6,5,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",26,"H",5.5,3,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",28,"C",8,4,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",29,"H",7.5,2,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",30,"H",8.5,2,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",31,"C",10,5,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",32,"H",11,3,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",33,"H",12,4,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",34,"C",10,7,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",40,"C",8,8,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",41,"H",7.5,6,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",43,"C",8,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",44,"H",6,11,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",45,"H",7,12,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",46,"C",10,11,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",47,"H",9.5,13,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",48,"H",10.5,13,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",49,"C",12,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",50,"H",11.5,12,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",52,"C",12,8,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",57,"C",14,7,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",58,"H",13.5,5,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",59,"H",14.5,5,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",60,"C",16,8,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",61,"H",17,6,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",62,"H",18,7,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",63,"C",14,11,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",64,"H",13.5,9,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",66,"C",16,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",71,"CH3",15.5,12,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",72,"C",18,11,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",73,"H",19,9,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",74,"H",20,10,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",75,"C",18,13,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",76,"H",20,14,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",77,"H",19,15,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",78,"C",14,13,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",79,"H",12,14,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",81,"C",16,14,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",82,"CH2",17,16,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","atom",86,"CH3",15,16,NA,NA,NA,NA,"LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,9,4,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,9,8,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,11,9,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,25,9,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,11,10,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,11,12,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,11,13,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,13,14,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,13,15,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,16,13,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,16,17,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,16,18,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,16,19,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,19,20,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,25,19,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,40,19,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,25,26,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,25,28,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,28,29,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,28,30,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,31,28,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,31,32,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,31,33,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,31,34,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,34,35,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,40,34,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,52,34,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,40,41,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,40,43,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,46,43,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,43,44,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,43,45,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,46,49,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,46,47,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,46,48,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,52,49,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,49,50,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,63,49,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,52,57,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,52,53,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,60,57,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,57,58,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,57,59,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,60,61,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,60,62,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,60,66,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,63,66,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,63,64,"single","down","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,63,78,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,72,66,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,66,71,"single","up","LUPme"
"lupeol_methyl_ether","bond",NA,NA,NA,NA,72,75,"single","up","LUPme"
